epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,185.488,1.0148,1.24262,1.29586,0.55681,0.44706,0.5269,0.32868,1.33742,1.55623,1.77343,0.000926218,0.000926218,0.000926218
23,193.669,1.01443,1.23484,1.29637,0.50014,0.48932,0.49897,0.3047,1.42251,1.60823,1.93928,0.000917419,0.000917419,0.000917419
24,201.895,1.00693,1.18683,1.26452,0.59846,0.48358,0.50402,0.31551,1.40732,1.83104,1.85661,0.00090862,0.00090862,0.00090862
25,210.057,0.99346,1.16274,1.29444,0.52716,0.46415,0.50844,0.30563,1.36982,1.6288,1.84251,0.000899821,0.000899821,0.000899821
26,218.208,0.98649,1.1728,1.28114,0.57765,0.52683,0.54187,0.32737,1.37833,1.53615,1.86568,0.000891022,0.000891022,0.000891022
27,226.347,0.98452,1.12004,1.26336,0.46452,0.57299,0.52905,0.33197,1.3796,1.57587,1.81592,0.000882223,0.000882223,0.000882223
28,234.537,0.98273,1.12104,1.25882,0.38704,0.69084,0.51873,0.30999,1.43437,1.58311,1.91031,0.000873424,0.000873424,0.000873424
29,242.652,0.97469,1.06896,1.26238,0.48733,0.5457,0.54571,0.33999,1.38444,1.56538,1.86878,0.000864625,0.000864625,0.000864625
30,250.883,0.9744,1.08571,1.26612,0.52134,0.66421,0.60248,0.3795,1.3556,1.47776,1.78883,0.000855826,0.000855826,0.000855826
31,259.125,0.9427,1.04232,1.24542,0.52822,0.64533,0.58953,0.36117,1.39292,1.44641,1.84303,0.000847026,0.000847026,0.000847026
32,267.374,0.93539,1.03588,1.25641,0.4048,0.56845,0.47632,0.28376,1.45815,1.73852,1.95253,0.000838227,0.000838227,0.000838227
33,275.585,0.96067,1.0482,1.25048,0.47827,0.57352,0.54213,0.3337,1.43596,1.5918,1.92307,0.000829428,0.000829428,0.000829428
34,283.785,0.9411,1.06022,1.24278,0.58044,0.46044,0.53998,0.3353,1.43739,1.61118,1.90876,0.000820629,0.000820629,0.000820629
35,291.997,0.92518,0.98765,1.22658,0.48104,0.56992,0.5721,0.36607,1.35683,1.66248,1.85819,0.00081183,0.00081183,0.00081183
36,300.202,0.88881,0.98514,1.20685,0.49675,0.58084,0.54808,0.33923,1.41255,1.68906,1.86576,0.000803031,0.000803031,0.000803031
37,308.421,0.87673,0.96179,1.19768,0.61383,0.55157,0.59535,0.36021,1.39932,1.45704,1.85373,0.000794232,0.000794232,0.000794232
38,316.645,0.88991,0.95044,1.21274,0.4982,0.6242,0.58805,0.37029,1.35114,1.51173,1.85642,0.000785433,0.000785433,0.000785433
39,324.854,0.92102,0.95744,1.22753,0.52342,0.58783,0.56329,0.35937,1.36167,1.50207,1.86684,0.000776633,0.000776633,0.000776633
40,333.105,0.86711,0.92823,1.19574,0.56434,0.4607,0.53016,0.32953,1.43051,1.57769,1.93522,0.000767834,0.000767834,0.000767834
41,341.337,0.87685,0.93104,1.20368,0.61115,0.52865,0.58815,0.3837,1.35683,1.45679,1.89434,0.000759035,0.000759035,0.000759035
42,349.594,0.87583,0.93092,1.20746,0.54179,0.62847,0.5553,0.34797,1.40099,1.66279,1.91016,0.000750236,0.000750236,0.000750236
43,357.855,0.86419,0.88483,1.19488,0.52507,0.54886,0.52194,0.33455,1.39484,1.63362,1.92608,0.000741437,0.000741437,0.000741437
44,366.068,0.84962,0.87901,1.19671,0.47535,0.58122,0.53334,0.32886,1.36589,1.6347,1.89,0.000732638,0.000732638,0.000732638
45,374.296,0.84988,0.87801,1.18526,0.53476,0.59085,0.5441,0.33796,1.39163,1.61716,1.90953,0.000723839,0.000723839,0.000723839
46,382.544,0.84556,0.87341,1.18454,0.53666,0.5733,0.5328,0.32663,1.39057,1.68541,1.88652,0.00071504,0.00071504,0.00071504
47,390.765,0.83372,0.83705,1.17511,0.45899,0.58109,0.51833,0.32021,1.47262,1.81648,1.99314,0.00070624,0.00070624,0.00070624
48,399.018,0.83939,0.87421,1.1987,0.53697,0.57645,0.54692,0.345,1.39942,1.83635,1.90497,0.000697441,0.000697441,0.000697441
49,407.235,0.8011,0.79748,1.1703,0.57518,0.48689,0.52996,0.34412,1.38493,1.71646,1.92795,0.000688642,0.000688642,0.000688642
50,415.444,0.80974,0.78697,1.15107,0.59527,0.56877,0.54545,0.35022,1.43874,1.7172,1.97394,0.000679843,0.000679843,0.000679843
51,423.674,0.79761,0.79468,1.16062,0.6483,0.50874,0.57256,0.36328,1.40386,1.62691,1.94382,0.000671044,0.000671044,0.000671044
52,431.948,0.81463,0.78134,1.16841,0.48688,0.70789,0.5852,0.36036,1.43802,1.5881,1.96532,0.000662245,0.000662245,0.000662245
53,440.21,0.80382,0.80463,1.16766,0.50739,0.52967,0.53285,0.33415,1.35123,1.75037,1.92645,0.000653446,0.000653446,0.000653446
54,448.45,0.85473,0.84911,1.2106,0.55836,0.50904,0.53445,0.32369,1.44513,1.59853,2.02187,0.000644647,0.000644647,0.000644647
55,456.676,0.79517,0.78917,1.15266,0.52264,0.50204,0.51248,0.33764,1.34652,1.76512,1.87786,0.000635848,0.000635848,0.000635848
56,464.956,0.78629,0.75766,1.14257,0.49851,0.58579,0.54737,0.35461,1.45504,1.70352,2.03586,0.000627048,0.000627048,0.000627048
57,473.222,0.78913,0.75807,1.14384,0.5945,0.56158,0.55712,0.35316,1.38342,1.77017,1.96028,0.000618249,0.000618249,0.000618249
58,481.466,0.76832,0.7403,1.13415,0.53747,0.59064,0.54093,0.34723,1.35848,1.73191,1.93778,0.00060945,0.00060945,0.00060945
59,489.677,0.78519,0.76558,1.1455,0.53228,0.60023,0.56007,0.35925,1.37972,1.76996,1.88308,0.000600651,0.000600651,0.000600651
60,497.93,0.75346,0.72491,1.12389,0.61184,0.57154,0.59534,0.35644,1.41158,1.63014,1.99376,0.000591852,0.000591852,0.000591852
61,506.165,0.7529,0.70544,1.12057,0.54973,0.53199,0.53045,0.33681,1.36566,1.80519,1.94046,0.000583053,0.000583053,0.000583053
62,514.335,0.75122,0.73251,1.12673,0.45825,0.61949,0.56682,0.34529,1.40495,1.66436,1.98941,0.000574254,0.000574254,0.000574254
63,522.542,0.7505,0.71716,1.12716,0.60223,0.56909,0.58524,0.38608,1.38353,1.69742,1.97399,0.000565455,0.000565455,0.000565455
64,530.771,0.74084,0.71563,1.1224,0.58522,0.53356,0.57361,0.36371,1.39117,1.72651,1.96693,0.000556655,0.000556655,0.000556655
65,538.866,0.74348,0.68248,1.13585,0.52767,0.63147,0.59881,0.37828,1.38008,1.62009,1.92399,0.000547856,0.000547856,0.000547856
66,546.93,0.72446,0.66748,1.10325,0.63333,0.52959,0.55081,0.34929,1.38842,1.74918,1.96328,0.000539057,0.000539057,0.000539057
67,555.066,0.72386,0.68523,1.11048,0.53439,0.54017,0.50469,0.32226,1.37516,1.91466,1.97315,0.000530258,0.000530258,0.000530258
68,563.254,0.72999,0.69388,1.11586,0.59921,0.49777,0.55148,0.34174,1.39394,1.82524,1.96715,0.000521459,0.000521459,0.000521459
69,571.43,0.7109,0.65689,1.11707,0.53882,0.57313,0.57691,0.37223,1.39285,1.73153,1.99461,0.00051266,0.00051266,0.00051266
70,579.608,0.70474,0.67891,1.10691,0.66986,0.51383,0.57819,0.35979,1.40111,1.7736,2.02248,0.000503861,0.000503861,0.000503861
71,587.836,0.69977,0.62693,1.09597,0.50331,0.63857,0.57769,0.37718,1.40032,1.54294,1.98707,0.000495062,0.000495062,0.000495062
72,596.082,0.696,0.65074,1.10052,0.55463,0.58108,0.57411,0.36451,1.3836,1.65483,1.97872,0.000486262,0.000486262,0.000486262
73,604.319,0.69589,0.67422,1.09433,0.59441,0.58274,0.54963,0.35368,1.36443,1.76669,1.95538,0.000477463,0.000477463,0.000477463
74,612.508,0.71807,0.64891,1.11721,0.5191,0.55395,0.52776,0.3448,1.36948,1.70208,1.98591,0.000468664,0.000468664,0.000468664
75,620.789,0.67338,0.59181,1.0776,0.50494,0.59181,0.5674,0.35177,1.43753,1.70052,2.06361,0.000459865,0.000459865,0.000459865
76,629.024,0.69133,0.62355,1.07744,0.55293,0.59309,0.56995,0.35896,1.40112,1.71122,2.0239,0.000451066,0.000451066,0.000451066
77,637.222,0.66559,0.63616,1.0825,0.62585,0.51686,0.57534,0.37236,1.37616,1.57871,1.99402,0.000442267,0.000442267,0.000442267
78,645.379,0.67255,0.62112,1.07332,0.57456,0.54554,0.57294,0.35954,1.43264,1.61972,2.13192,0.000433468,0.000433468,0.000433468
79,653.614,0.66114,0.59717,1.07237,0.46308,0.62307,0.56929,0.3606,1.40965,1.73865,2.05692,0.000424669,0.000424669,0.000424669
80,661.858,0.66116,0.60355,1.07692,0.47492,0.62227,0.54694,0.3603,1.37669,1.68244,2.04229,0.00041587,0.00041587,0.00041587
81,670.047,0.64864,0.62738,1.06279,0.55746,0.62178,0.59433,0.38529,1.40165,1.65679,2.07379,0.00040707,0.00040707,0.00040707
82,678.238,0.64752,0.59181,1.07057,0.53797,0.64615,0.58397,0.37558,1.39766,1.61074,2.0713,0.000398271,0.000398271,0.000398271
83,686.455,0.66062,0.58956,1.05471,0.62811,0.50103,0.55643,0.35146,1.40208,1.79842,2.03042,0.000389472,0.000389472,0.000389472
84,694.692,0.64505,0.61337,1.0731,0.62732,0.55157,0.5911,0.3621,1.42428,1.66839,2.11687,0.000380673,0.000380673,0.000380673
85,702.865,0.63348,0.56485,1.06612,0.61931,0.53817,0.57704,0.37698,1.37905,1.63963,2.06633,0.000371874,0.000371874,0.000371874
86,711.04,0.63885,0.61504,1.05127,0.47958,0.6742,0.57752,0.36749,1.38238,1.80242,2.05886,0.000363075,0.000363075,0.000363075
87,719.238,0.61651,0.59042,1.04677,0.45344,0.60102,0.54125,0.34886,1.36933,1.86794,2.04798,0.000354276,0.000354276,0.000354276
88,727.447,0.6251,0.57125,1.05996,0.53888,0.62531,0.60509,0.38441,1.39383,1.59804,2.09636,0.000345477,0.000345477,0.000345477
89,735.694,0.62148,0.54661,1.05067,0.58789,0.49185,0.56649,0.3611,1.35834,1.76714,2.03882,0.000336677,0.000336677,0.000336677
90,743.885,0.62047,0.5544,1.05603,0.63587,0.52629,0.55674,0.36513,1.32726,1.78469,2.00084,0.000327878,0.000327878,0.000327878
91,752.101,0.61763,0.51898,1.04404,0.57796,0.58937,0.61246,0.38587,1.38594,1.66948,2.04551,0.000319079,0.000319079,0.000319079
92,760.371,0.59477,0.5405,1.02355,0.63533,0.50995,0.59234,0.37993,1.41144,1.66086,2.11939,0.00031028,0.00031028,0.00031028
93,768.568,0.60233,0.5357,1.03921,0.55283,0.5026,0.56823,0.36145,1.35821,1.76939,2.04402,0.000301481,0.000301481,0.000301481
94,776.818,0.61207,0.54067,1.03996,0.56041,0.57081,0.57818,0.37562,1.38184,1.67206,2.0984,0.000292682,0.000292682,0.000292682
95,785.02,0.60526,0.57551,1.04057,0.47895,0.60077,0.5647,0.36343,1.39243,1.7335,2.10815,0.000283883,0.000283883,0.000283883
96,793.247,0.59596,0.53765,1.03834,0.56047,0.5974,0.61117,0.38507,1.41069,1.80828,2.14962,0.000275084,0.000275084,0.000275084
97,801.458,0.61393,0.52324,1.05243,0.59971,0.54548,0.60171,0.3883,1.38033,1.66326,2.06234,0.000266284,0.000266284,0.000266284
98,809.691,0.59924,0.51162,1.03806,0.52964,0.63293,0.58629,0.3824,1.36741,1.64511,2.04278,0.000257485,0.000257485,0.000257485
99,817.945,0.56937,0.51738,1.01374,0.61523,0.61056,0.61577,0.3954,1.38196,1.60799,2.08593,0.000248686,0.000248686,0.000248686
100,826.207,0.58337,0.52885,1.03297,0.56583,0.55401,0.59596,0.38164,1.37391,1.67697,2.08989,0.000239887,0.000239887,0.000239887
101,834.445,0.56099,0.5074,1.02172,0.65432,0.54232,0.58848,0.38618,1.3776,1.69793,2.12108,0.000231088,0.000231088,0.000231088
102,842.675,0.55444,0.49882,1.03056,0.48715,0.67415,0.58579,0.38854,1.36043,1.75043,2.06388,0.000222289,0.000222289,0.000222289
103,850.942,0.56996,0.48521,1.02558,0.57154,0.62339,0.61017,0.39624,1.40833,1.58021,2.14506,0.00021349,0.00021349,0.00021349
104,859.224,0.56355,0.47246,1.01451,0.58868,0.55404,0.61549,0.38754,1.40027,1.71191,2.12966,0.000204691,0.000204691,0.000204691
105,867.417,0.53438,0.47552,1.00642,0.55447,0.62116,0.6037,0.38132,1.36711,1.71981,2.10356,0.000195892,0.000195892,0.000195892
106,875.585,0.54587,0.47665,1.00978,0.43965,0.66728,0.55306,0.35495,1.3629,1.70643,2.12364,0.000187092,0.000187092,0.000187092
107,883.787,0.56211,0.56221,1.0087,0.5591,0.56497,0.60894,0.38825,1.36932,1.72953,2.10735,0.000178293,0.000178293,0.000178293
108,891.979,0.55301,0.49411,1.01481,0.45192,0.69614,0.60908,0.38483,1.39018,1.74359,2.15093,0.000169494,0.000169494,0.000169494
109,900.158,0.54416,0.49732,1.00638,0.49486,0.5878,0.5908,0.3798,1.40311,1.79606,2.14443,0.000160695,0.000160695,0.000160695
110,908.383,0.54793,0.49536,1.01218,0.5112,0.61623,0.56076,0.35766,1.39708,1.78672,2.12741,0.000151896,0.000151896,0.000151896
111,916.636,0.55827,0.49923,1.02049,0.65158,0.49098,0.576,0.37218,1.39674,1.74528,2.14716,0.000143097,0.000143097,0.000143097
112,924.91,0.54132,0.46208,0.99962,0.60805,0.50352,0.59107,0.38323,1.36629,1.75373,2.13164,0.000134298,0.000134298,0.000134298
113,933.176,0.52869,0.47573,1.00807,0.50184,0.6265,0.60938,0.3913,1.36969,1.6976,2.12385,0.000125499,0.000125499,0.000125499
114,941.372,0.53134,0.4614,1.0086,0.64095,0.53573,0.60685,0.38736,1.37922,1.6575,2.1497,0.000116699,0.000116699,0.000116699
115,949.611,0.54442,0.46356,1.00628,0.6414,0.48154,0.5965,0.37741,1.37455,1.66345,2.15359,0.0001079,0.0001079,0.0001079
116,958.599,0.4611,0.3244,0.95843,0.42836,0.69829,0.56269,0.36318,1.3659,1.81004,2.12992,9.91012e-05,9.91012e-05,9.91012e-05
117,966.849,0.44874,0.31796,0.95048,0.46674,0.61278,0.56682,0.36978,1.38015,1.78181,2.15624,9.03021e-05,9.03021e-05,9.03021e-05
118,975.008,0.42987,0.28895,0.9333,0.5626,0.52837,0.57167,0.37073,1.37672,1.72582,2.15499,8.1503e-05,8.1503e-05,8.1503e-05
119,983.182,0.41552,0.28571,0.9333,0.56629,0.51178,0.57354,0.37295,1.3625,1.74178,2.15218,7.27038e-05,7.27038e-05,7.27038e-05
120,991.383,0.42368,0.28831,0.93834,0.55995,0.51011,0.55508,0.36585,1.37007,1.77051,2.15205,6.39047e-05,6.39047e-05,6.39047e-05
121,999.529,0.42308,0.28414,0.93305,0.5644,0.52001,0.56063,0.37012,1.37297,1.70411,2.1738,5.51056e-05,5.51056e-05,5.51056e-05
122,1007.65,0.42043,0.28484,0.95335,0.64333,0.50533,0.56933,0.37874,1.3835,1.70905,2.17969,4.63065e-05,4.63065e-05,4.63065e-05
123,1015.86,0.40608,0.27777,0.92215,0.59763,0.50304,0.58404,0.39007,1.36619,1.71905,2.18877,3.75074e-05,3.75074e-05,3.75074e-05
124,1024.04,0.40602,0.27489,0.92501,0.57575,0.5294,0.56967,0.38253,1.36757,1.72766,2.19033,2.87082e-05,2.87082e-05,2.87082e-05
125,1032.2,0.42505,0.31079,0.9453,0.53716,0.55286,0.5839,0.38398,1.373,1.70729,2.19547,1.99091e-05,1.99091e-05,1.99091e-05
